city,state,num,lat,lon
Abeline,TX,1,32.4487364,-99.7331439
Bonner Springs,KS,1,39.059726,-94.8835754
Menifee,CA,1,33.6783333,-117.1669444
Onancock,VA,1,37.7117971,-75.7490966
Bellevue,WA,1,47.610377,-122.2006786
Midland,NC,1,35.2273656,-80.5006219
Harrison,TN,1,35.1136837,-85.1380092
Chicago,IL,1,41.8781136,-87.6297982
Simpsonville,SC,1,34.7370639,-82.2542834
Bloomington,MN,1,44.840798,-93.2982799
Long Beach,CA,1,33.768321,-118.1956168
Georgetown,KY,1,38.2097967,-84.5588311
Stella,NC,1,34.7743276,-77.1505072
Ft. Myers,FL,1,26.640628,-81.8723084
Winston,GA,1,33.727253,-84.8244225
Glenn Heights,TX,1,32.5487479,-96.8566667
Cocoa,FL,1,28.3861159,-80.7419984
Anaconda,MT,1,46.1262998,-112.9478359
Florence,AL,1,34.79981,-87.677251
Moss Point,MS,1,30.4115881,-88.5344601
Seymour,MO,1,37.1464398,-92.7687818
Crystal,MN,1,45.0327425,-93.3602286
Mooresville,IN,1,39.6128243,-86.37416
Abelene,TX,1,32.4487364,-99.7331439
Dexter,MO,1,36.7958866,-89.9578688
Pollock,LA,1,31.5257321,-92.4070823
Marietta,GA,1,33.952602,-84.5499327
Fountain Hills,AZ,1,33.60535,-111.741113
Kings Mountain,NC,1,35.2451342,-81.3411942
Ingleside,TX,1,27.8778026,-97.211657
Fairburn,GA,1,33.5670562,-84.5810418
Port Aransas,TX,1,27.8339158,-97.0610994
Yankton,SD,1,42.8711088,-97.3972813
Rathdrum,ID,1,47.8124031,-116.8965857
Richmond,MO,1,39.278622,-93.9768876
Hampton,VA,1,37.0298687,-76.3452218
Suffolk,VA,1,36.7282054,-76.5835621
Franklin,OH,1,39.5589474,-84.3041074
Cocoa Beach,FL,1,28.3200067,-80.6075513
Sandy,UT,1,40.5725,-111.8597222
St. Charles,IL,1,41.9141945,-88.3086867
Kyle,TX,1,29.9891052,-97.8772267
Custer,WI,1,44.5105265,-89.4262266
Olathe,KS,1,38.8813958,-94.8191285
Minneapolis,MN,1,44.983334,-93.26667
North Miami Beach,FL,1,25.9331488,-80.1625463
Wolfeboro,NH,1,43.5852069,-71.2094799
Brookfield,MO,1,39.7844687,-93.0735348
Mandeville,LA,1,30.3582506,-90.0656311
Lenoir City,TN,1,35.7972998,-84.2560299
Wilsonville,OR,1,45.2998418,-122.7737062
Vero Beach,FL,1,27.6386434,-80.3972736
Greeley,CO,1,40.4233142,-104.7091322
South Beloit,IL,1,42.4930708,-89.0367763
Lake Wales,FL,1,27.9014133,-81.5859099
San Diego,CA,1,32.7153292,-117.1572551
Lake Havasu City,AZ,1,34.483901,-114.3224548
Weston,FL,1,26.1003654,-80.3997748
Rineyville,KY,1,37.7495098,-85.9699631
Madison,SD,1,44.0060847,-97.1139496
Littlefield,TX,1,33.9173148,-102.3249022
Bailey,CO,1,39.4055449,-105.4733328
Kenosha,WI,1,42.5847425,-87.8211854
Napa,CA,1,38.2975381,-122.286865
Lowell,AR,1,36.2553543,-94.1307587
Dumont,CO,1,39.7647099,-105.600278
King Of Prussia,PA,1,40.1012856,-75.3835525
Peculiar,MO,1,38.7191764,-94.4585625
Reynoldsburg,OH,1,39.9547861,-82.8121191
New Braunfels,TX,1,29.7030024,-98.1244531
Boutte,LA,1,29.9024284,-90.3881369
